id,city,city1,country,latitude,longitude,state,geo_accuracy
61972,Point of Rocks,Point of Rocks NV,US,41.7771,-115.7951,NV,unchecked
61973,Trinity Center,Trinity Center CA,US,40.9841,-122.7083,CA,unchecked
61974,Arden,Arden MI,US,41.9859,-86.392,MI,unchecked
61975,King Hill,King Hill WA,US,48.0381,-123.2749,WA,unchecked
61976,Copperton,Copperton UT,US,40.5662,-112.0977,UT,unchecked
61977,Holloway,Holloway MI,US,41.935,-83.9144,MI,unchecked
61978,La Plata,La Plata MD,US,38.5352,-76.97,MD,unchecked
61979,Bakewell,Bakewell TN,US,35.3434,-85.133,TN,unchecked
61980,Bakersworks,Bakersworks TN,US,36.0773,-87.2633,TN,unchecked
61981,Elizabeth,Elizabeth IL,US,42.3164,-90.2216,IL,unchecked
61982,Eliza,Eliza IL,US,41.2947,-90.9726,IL,unchecked
61983,Armour,Armour NC,US,34.3471,-78.2542,NC,unchecked
61984,Arnold,Arnold NC,US,35.8935,-80.2806,NC,unchecked
61985,Arrwood Mill,Arrwood Mill NC,US,35.1106,-83.9407,NC,unchecked
61986,Onchiota,Onchiota NY,US,44.4942,-74.1235,NY,unchecked
61987,Conrad,Conrad FL,US,29.1591,-81.3828,FL,unchecked
61988,Zander,Zander WI,US,44.3131,-87.7054,WI,unchecked
61989,Bowlby,Bowlby WV,US,39.7115,-80.0167,WV,unchecked
61990,Wuertsburg,Wuertsburg WI,US,44.9602,-90.099,WI,unchecked
61991,Wyoming,Wyoming WI,US,43.1261,-90.1118,WI,unchecked
61992,Yarnell,Yarnell WI,US,45.7269,-91.4193,WI,unchecked
61993,Yellowstone,Yellowstone WI,US,42.7983,-89.9704,WI,unchecked
61994,Winneboujou,Winneboujou WI,US,46.5174,-91.601,WI,unchecked
61995,Woodhull,Woodhull WI,US,43.7775,-88.5732,WI,unchecked
61996,Worcester,Worcester WI,US,45.6036,-90.2921,WI,unchecked
61997,Postville,Postville IA,US,43.0842,-91.5676,IA,unchecked
61998,Guyan,Guyan WV,US,37.6404,-81.7748,WV,unchecked
61999,Guyan Terrace,Guyan Terrace WV,US,37.9165,-81.9737,WV,unchecked
62000,Hainesville,Hainesville WV,US,39.5265,-77.9194,WV,unchecked
62001,Halleck,Halleck WV,US,39.4793,-79.9392,WV,unchecked
62002,Halltown,Halltown WV,US,39.314,-77.7978,WV,unchecked
62003,Hallwood,Hallwood WV,US,38.9726,-82.0813,WV,unchecked
62004,Mounts,Mounts IN,US,38.2306,-87.7064,IN,unchecked
62005,Hawks,Hawks MI,US,45.302,-83.8875,MI,unchecked
62006,Riddleton,Riddleton NJ,US,39.5946,-75.3527,NJ,unchecked
62007,Mower,Mower NJ,US,39.5868,-75.3627,NJ,unchecked
62008,Plumville,Plumville KY,US,38.6015,-83.6744,KY,unchecked
62009,Wakulla,Wakulla FL,US,30.2369,-84.231,FL,unchecked
62010,Martintown,Martintown AL,US,34.2909,-87.5856,AL,unchecked
62011,Waldo,Waldo FL,US,29.7925,-82.1663,FL,unchecked
62012,Michillinda,Michillinda MI,US,43.3506,-86.4134,MI,unchecked
62013,Ajax,Ajax PA,US,41.3545,-79.7906,PA,unchecked
62014,Midwood,Midwood NJ,US,40.0973,-74.4182,NJ,unchecked
62015,Rosehill,Rosehill OK,US,35.5087,-99.7173,OK,unchecked
62016,Decker,Decker MI,US,43.4589,-83.0508,MI,unchecked
62017,Decatur,Decatur MI,US,42.1075,-85.9746,MI,unchecked
62018,Gaskil,Gaskil CO,US,40.3305,-105.8622,CO,unchecked
62019,Usrytown,Usrytown MS,US,32.3865,-89.3812,MS,unchecked
62020,Schnecksville,Schnecksville PA,US,40.6699,-75.6115,PA,unchecked
62021,Parish,Parish GA,US,32.3941,-81.9887,GA,unchecked
62022,Saxman,Saxman WV,US,38.2098,-80.597,WV,unchecked
62023,Saunders,Saunders WV,US,37.7998,-81.6723,WV,unchecked
62024,Saulsbury,Saulsbury WV,US,39.1226,-81.5435,WV,unchecked
62025,Ellsworth,Ellsworth NE,US,42.0586,-102.2807,NE,unchecked
62026,Elm Creek,Elm Creek NE,US,40.7201,-99.3755,NE,unchecked
62027,Santown,Santown WV,US,38.8206,-82.0118,WV,unchecked
62028,Sanger,Sanger WV,US,37.9565,-81.1129,WV,unchecked
62029,Pronto,Pronto AL,US,31.7574,-85.8174,AL,unchecked
62030,Seabrook Farms,Seabrook Farms NJ,US,39.5015,-75.219,NJ,unchecked
62031,Princeton,Princeton AL,US,34.8434,-86.243,AL,unchecked
62032,Darragh,Darragh PA,US,40.2665,-79.6787,PA,unchecked
62033,Milltown,Milltown AL,US,33.0546,-85.4847,AL,unchecked
62034,Parker Courthouse,Parker Courthouse GA,US,30.9882,-84.4188,GA,unchecked
62035,Tarsus,Tarsus TN,US,36.4237,-87.5392,TN,unchecked
62036,Currie,Currie MS,US,31.6316,-89.147,MS,unchecked
62037,Roby,Roby TX,US,32.746,-100.3795,TX,unchecked
62038,River Bottom,River Bottom OK,US,35.6357,-95.2378,OK,unchecked
62039,Garrison,Garrison PA,US,39.7295,-80.4226,PA,unchecked
62040,Valley View,Valley View TN,US,36.0281,-84.1485,TN,unchecked
62041,Ball Play,Ball Play TN,US,35.0292,-84.7022,TN,unchecked
62042,Lutherville,Lutherville AR,US,35.484,-93.278,AR,unchecked
62043,Garrett Hill,Garrett Hill PA,US,40.0271,-75.3374,PA,unchecked
62044,Parksville,Parksville GA,US,31.5096,-84.7635,GA,unchecked
62045,Cypress Manor,Cypress Manor VA,US,36.701,-76.9761,VA,unchecked
62046,Cresthill,Cresthill VA,US,38.7676,-78.0083,VA,unchecked
62047,Rondout,Rondout IL,US,42.28,-87.8953,IL,unchecked
62048,Damtown,Damtown VA,US,38.2085,-78.9253,VA,unchecked
62049,Dewey,Dewey VA,US,37.0804,-82.6588,VA,unchecked
62050,Audley,Audley AZ,US,35.4017,-113.0391,AZ,unchecked
62051,Barnesdale,Barnesdale OR,US,45.6487,-123.8545,OR,unchecked
62052,Roby,Roby TN,US,35.4654,-88.4009,TN,unchecked
62053,Robinson Mill,Robinson Mill TN,US,35.7229,-84.3224,TN,unchecked
62054,Robinson Crossroads,Robinson Crossroads TN,US,35.9492,-84.1588,TN,unchecked
62055,Rock Hill,Rock Hill TN,US,35.624,-88.322,TN,unchecked
62056,Rockport,Rockport TN,US,35.942,-88.0175,TN,unchecked
62057,Rockledge,Rockledge TN,US,35.1479,-85.9675,TN,unchecked
62058,Pond Eddy,Pond Eddy NY,US,41.4404,-74.8232,NY,unchecked
62059,Pulaski,Pulaski KY,US,37.209,-84.6388,KY,unchecked
62060,Pumpkin Center,Pumpkin Center KY,US,37.1242,-87.8478,KY,unchecked
62061,Whitehead,Whitehead TN,US,35.4801,-86.7889,TN,unchecked
62062,Hoppers,Hoppers MT,US,45.6655,-110.7183,MT,unchecked
62063,Huets Crossroads,Huets Crossroads SC,US,33.7729,-81.8871,SC,unchecked
62064,Somerville,Somerville TX,US,30.346,-96.5311,TX,unchecked
62065,Gentryville,Gentryville MO,US,40.1331,-94.3441,MO,unchecked
62066,Guernsey,Guernsey CA,US,36.213,-119.641,CA,unchecked
62067,Reb Kee,Reb Kee NC,US,34.6141,-78.185,NC,unchecked
62068,Reba,Reba NC,US,35.674,-77.6391,NC,unchecked
62069,Ravensford,Ravensford NC,US,35.5109,-83.2954,NC,unchecked
62070,Ravenswood,Ravenswood NC,US,34.979,-77.2341,NC,unchecked
62071,Rawls,Rawls NC,US,35.5371,-78.8153,NC,unchecked
62072,Hargis,Hargis KY,US,36.9651,-84.4902,KY,unchecked
62073,Bangor,Bangor WA,US,47.7209,-122.746,WA,unchecked
62074,Kellys Crossroads,Kellys Crossroads AL,US,31.0696,-85.7516,AL,unchecked
62075,Kelly Springs,Kelly Springs AL,US,31.276,-85.4555,AL,unchecked
62076,Kentenia,Kentenia KY,US,36.7962,-83.401,KY,unchecked
62077,Kenton,Kenton KY,US,38.8684,-84.4561,KY,unchecked
62078,Kalona,Kalona AL,US,32.9807,-86.7692,AL,unchecked
62079,Jumbo,Jumbo AL,US,32.9673,-86.5905,AL,unchecked
62080,Jordans Mill,Jordans Mill AL,US,34.4604,-88.0028,AL,unchecked
62081,Kelly,Kelly AL,US,31.3238,-85.6552,AL,unchecked
62082,Rolling Meadows,Rolling Meadows NY,US,41.9231,-74.0529,NY,unchecked
62083,Keith,Keith AL,US,34.6784,-85.6922,AL,unchecked
62084,Millgrove,Millgrove MI,US,42.5667,-85.8986,MI,unchecked
62085,Fairhaven,Fairhaven AK,US,58.3781,-134.7036,AK,unchecked
62086,Kerr,Kerr MS,US,33.1273,-89.2698,MS,unchecked
62087,Beldenville,Beldenville WI,US,44.7739,-92.5077,WI,unchecked
62088,Belcrest,Belcrest WI,US,42.5414,-89.0962,WI,unchecked
62089,Belgium,Belgium WI,US,43.5018,-87.8476,WI,unchecked
62090,Minter,Minter WA,US,47.362,-122.6876,WA,unchecked
62091,Moab,Moab WA,US,47.7243,-117.0677,WA,unchecked
62092,Babcock,Babcock IN,US,41.5725,-87.105,IN,unchecked
62093,Centerwood Estates,Centerwood Estates AL,US,33.6448,-86.6692,AL,unchecked
62094,Clinton,Clinton GA,US,32.9987,-83.5554,GA,unchecked
62095,Westgate Hills,Westgate Hills PA,US,40.6451,-75.4049,PA,unchecked
62096,Beelerton,Beelerton KY,US,36.5942,-88.8823,KY,unchecked
62097,Beetle,Beetle KY,US,38.1956,-82.9463,KY,unchecked
62098,Belknap,Belknap KY,US,37.7212,-83.2941,KY,unchecked
62099,Beechville,Beechville KY,US,37.0614,-85.6327,KY,unchecked
62100,Beechwood,Beechwood KY,US,38.4123,-84.7461,KY,unchecked
62101,Beechy,Beechy KY,US,38.6245,-82.9541,KY,unchecked
62102,Beefhide,Beefhide KY,US,37.2398,-82.6274,KY,unchecked
62103,Corn Mill Camp,Corn Mill Camp HI,US,20.8375,-156.3325,HI,unchecked
62104,Filipino Camp,Filipino Camp HI,US,20.8403,-156.3281,HI,unchecked
62105,Bells Run,Bells Run KY,US,37.595,-86.9283,KY,unchecked
62106,Belltown,Belltown KY,US,37.5337,-85.3052,KY,unchecked
62107,Kunia Camp,Kunia Camp HI,US,21.4591,-158.0612,HI,unchecked
62108,Barrytown,Barrytown NY,US,42.0001,-73.9259,NY,unchecked
62109,Cynthiana,Cynthiana OH,US,39.1736,-83.3485,OH,unchecked
62110,Worth,Worth WV,US,37.4148,-81.3898,WV,unchecked
62111,Valleytown,Valleytown MT,US,48.7056,-107.2398,MT,unchecked
62112,Florenville,Florenville LA,US,30.4166,-89.8317,LA,unchecked
62113,Letcher,Letcher KY,US,37.1451,-82.9591,KY,unchecked
62114,Valley,Valley NJ,US,40.6673,-75.0321,NJ,unchecked
62115,Van Dorans Mills,Van Dorans Mills NJ,US,40.7315,-74.5407,NJ,unchecked
62116,Funter,Funter AK,US,58.2564,-134.8958,AK,unchecked
62117,Nilwood,Nilwood IL,US,39.3995,-89.8077,IL,unchecked
62118,Butchersville,Butchersville WV,US,39.0862,-80.4776,WV,unchecked
62119,Capon Springs,Capon Springs WV,US,39.1362,-78.4845,WV,unchecked
62120,Moylan-Rose Valley Station,Moylan-Rose Valley Station PA,US,39.9057,-75.388,PA,unchecked
62121,Gem,Gem WV,US,38.8293,-80.6676,WV,unchecked
62122,Feasterville,Feasterville SC,US,34.5024,-81.3604,SC,unchecked
62123,Stoney Point,Stoney Point LA,US,30.8182,-90.2787,LA,unchecked
62124,Spring Grove,Spring Grove MN,US,43.5607,-91.6373,MN,unchecked
62125,Spring Valley,Spring Valley IL,US,41.3362,-89.2038,IL,unchecked
62126,Springboro,Springboro OH,US,39.5615,-84.2348,OH,unchecked
62127,Springbrook,Springbrook IA,US,42.1658,-90.4792,IA,unchecked
62128,King Hill,King Hill LA,US,31.8779,-93.3266,LA,unchecked
62129,Epping,Epping ME,US,44.682,-67.7661,ME,unchecked
62130,Greenland Station,Greenland Station NH,US,43.044,-70.8237,NH,unchecked
62131,Rochester,Rochester OH,US,41.1246,-82.3058,OH,unchecked
62132,Monteocha,Monteocha FL,US,29.7964,-82.2854,FL,unchecked
62133,Forestville,Forestville NC,US,35.9615,-78.5181,NC,unchecked
62134,Rancho Encanto,Rancho Encanto AZ,US,33.6362,-112.1313,AZ,unchecked
62135,Denton,Denton TX,US,33.2175,-97.1418,TX,unchecked
62136,Big Isaac,Big Isaac WV,US,39.2001,-80.5387,WV,unchecked
62137,Rainbow Valley,Rainbow Valley AZ,US,33.232,-112.3871,AZ,unchecked
62138,Quail Valley,Quail Valley AZ,US,33.6284,-111.9799,AZ,unchecked
62139,Raintree Luxury Homes,Raintree Luxury Homes AZ,US,33.3314,-111.9301,AZ,unchecked
62140,Raintree,Raintree AZ,US,33.3362,-111.9093,AZ,unchecked
62141,Quail Country Place,Quail Country Place AZ,US,33.6514,-112.0707,AZ,unchecked
62142,Quail Place,Quail Place AZ,US,33.3464,-111.8729,AZ,unchecked
62143,Quail Lane,Quail Lane AZ,US,33.5834,-112.1957,AZ,unchecked
62144,Loyalhanna Woodlands Number 1,Loyalhanna Woodlands Number 1 PA,US,40.4512,-79.4412,PA,unchecked
62145,Loysburg,Loysburg PA,US,40.1609,-78.375,PA,unchecked
62146,Loysburg Gap,Loysburg Gap PA,US,40.1598,-78.3658,PA,unchecked
62147,Loysville,Loysville PA,US,40.3656,-77.3444,PA,unchecked
62148,West Penn,West Penn PA,US,40.7417,-75.8768,PA,unchecked
62149,Adams,Adams PA,US,40.8157,-77.1808,PA,unchecked
62150,Maskells Mill,Maskells Mill NJ,US,39.4865,-75.401,NJ,unchecked
62151,West Mahanoy,West Mahanoy PA,US,40.8099,-76.2198,PA,unchecked
62152,Washington,Washington PA,US,40.5634,-76.3087,PA,unchecked
62153,Wayne,Wayne PA,US,40.583,-76.2294,PA,unchecked
62154,Upper Mahantongo,Upper Mahantongo PA,US,40.6737,-76.615,PA,unchecked
62155,Walker,Walker PA,US,40.745,-76.0077,PA,unchecked
62156,Masonville,Masonville NJ,US,39.9784,-74.8702,NJ,unchecked
62157,Foxtown Hill,Foxtown Hill PA,US,40.9773,-75.1788,PA,unchecked
62158,Beaver,Beaver PA,US,40.7546,-77.1536,PA,unchecked
62159,Center,Center PA,US,40.8384,-77.0749,PA,unchecked
62160,Eskridge,Eskridge MS,US,33.5754,-89.7009,MS,unchecked
62161,Penton,Penton NJ,US,39.5784,-75.4016,NJ,unchecked
62162,Penwell,Penwell NJ,US,40.7782,-74.9024,NJ,unchecked
62163,Erwin,Erwin MS,US,33.104,-91.0437,MS,unchecked
62164,Rasler Run,Rasler Run PA,US,40.0076,-79.4775,PA,unchecked
62165,Rasleytown,Rasleytown PA,US,40.8148,-75.266,PA,unchecked
62166,Point Phillip,Point Phillip PA,US,40.7965,-75.4155,PA,unchecked
62167,Quinlantown,Quinlantown PA,US,41.5959,-76.6313,PA,unchecked
62168,Nichola,Nichola PA,US,40.8728,-79.685,PA,unchecked
62169,Oakley,Oakley PA,US,41.7367,-75.7544,PA,unchecked
62170,Evansville,Evansville WV,US,39.3332,-79.8687,WV,unchecked
62171,Rausch Creek,Rausch Creek PA,US,40.612,-76.4263,PA,unchecked
62172,Dempsey,Dempsey AL,US,34.4843,-87.9498,AL,unchecked
62173,Demopolis,Demopolis AL,US,32.498,-87.8298,AL,unchecked
62174,Sunnyside,Sunnyside MO,US,38.3484,-90.3696,MO,unchecked
62175,Pierceville,Pierceville NC,US,36.4485,-76.2935,NC,unchecked
62176,Mims,Mims MS,US,34.2293,-90.129,MS,unchecked
62177,Fiftone,Fiftone FL,US,30.2491,-81.9959,FL,unchecked
62178,Ebb,Ebb FL,US,30.3535,-83.6518,FL,unchecked
62179,Cat Square,Cat Square NC,US,35.5401,-81.4106,NC,unchecked
62180,Silver Creek,Silver Creek NY,US,42.5427,-79.1678,NY,unchecked
62181,Point of Pines,Point of Pines AZ,US,33.3659,-109.7515,AZ,unchecked
62182,Tyus,Tyus GA,US,33.4676,-85.2022,GA,unchecked
62183,Turners Rock,Turners Rock GA,US,32.0133,-81.0054,GA,unchecked
62184,Undine,Undine GA,US,32.2274,-81.9796,GA,unchecked
62185,Union,Union GA,US,32.098,-83.2504,GA,unchecked
62186,Pennersville,Pennersville PA,US,39.7268,-77.4789,PA,unchecked
62187,Penn View,Penn View PA,US,40.8465,-77.4525,PA,unchecked
62188,Penn Wood,Penn Wood PA,US,40.029,-78.4322,PA,unchecked
62189,Penncraft,Penncraft PA,US,39.9601,-79.9131,PA,unchecked
62190,Weddington,Weddington NC,US,35.0228,-80.7383,NC,unchecked
62191,Reading,Reading MI,US,41.8396,-84.7478,MI,unchecked
62192,Ophir,Ophir UT,US,40.3716,-112.2507,UT,unchecked
62193,Spaulding,Spaulding AL,US,33.4687,-86.8425,AL,unchecked
62194,South Hill,South Hill AL,US,34.4104,-86.0383,AL,unchecked
62195,Smuteye,Smuteye AL,US,31.9779,-85.6502,AL,unchecked
62196,Smithsonia,Smithsonia AL,US,34.7943,-87.8792,AL,unchecked
62197,Snoddy,Snoddy AL,US,33.0387,-87.8756,AL,unchecked
62198,Smyer,Smyer AL,US,31.8935,-88.0289,AL,unchecked
62199,Social Town,Social Town AL,US,31.7118,-86.1819,AL,unchecked
62200,South Calera,South Calera AL,US,33.0746,-86.7494,AL,unchecked
62201,Sonoma,Sonoma AL,US,34.0751,-85.9027,AL,unchecked
62202,Rousseau,Rousseau MI,US,46.7094,-88.9699,MI,unchecked
62203,Wattis,Wattis UT,US,39.5302,-111.0171,UT,unchecked
62204,Bahama Beach,Bahama Beach FL,US,30.1974,-85.8424,FL,unchecked
62205,Rudyard,Rudyard MI,US,46.2325,-84.6003,MI,unchecked
62206,Rumely,Rumely MI,US,46.3483,-87.0332,MI,unchecked
62207,South Elma,South Elma WA,US,46.9812,-123.4135,WA,unchecked
62208,McElroy,McElroy TX,US,31.1996,-93.9952,TX,unchecked
62209,Crane Lake Camp,Crane Lake Camp MA,US,42.3381,-73.3787,MA,unchecked
62210,Winrock Farms,Winrock Farms OK,US,34.5156,-96.8397,OK,unchecked
62211,Camp Emerson,Camp Emerson MA,US,42.4326,-73.1329,MA,unchecked
62212,Beechgrove,Beechgrove OH,US,39.9895,-84.6161,OH,unchecked
62213,Belle Vernon,Belle Vernon OH,US,40.9264,-83.2019,OH,unchecked
62214,Costonia,Costonia OH,US,40.427,-80.6179,OH,unchecked
62215,Chester,Chester MT,US,48.5113,-110.9663,MT,unchecked
62216,Smyrna,Smyrna WA,US,46.8393,-119.6623,WA,unchecked
62217,Wilzetta,Wilzetta OK,US,35.5503,-96.7356,OK,unchecked
62218,Slater,Slater WA,US,46.1865,-118.8069,WA,unchecked
62219,North Fairfield,North Fairfield OH,US,41.1045,-82.6137,OH,unchecked
62220,Fairfax,Fairfax SD,US,43.0281,-98.889,SD,unchecked
62221,Atkins,Atkins LA,US,32.3096,-93.5149,LA,unchecked
62222,Atlanta,Atlanta LA,US,31.8064,-92.7383,LA,unchecked
62223,Sherman Park,Sherman Park MI,US,42.492,-86.082,MI,unchecked
62224,Fordview,Fordview PA,US,40.7703,-79.5228,PA,unchecked
62225,El Paso,El Paso WI,US,44.7697,-92.3441,WI,unchecked
62226,Forest City,Forest City NC,US,35.3339,-81.8702,NC,unchecked
62227,Fonville,Fonville NC,US,35.2902,-78.7697,NC,unchecked
62228,Fontana Village,Fontana Village NC,US,35.4356,-83.8191,NC,unchecked
62229,Silver Springs,Silver Springs CO,US,39.4592,-105.3961,CO,unchecked
62230,Salisbury Heights,Salisbury Heights PA,US,40.034,-76.0111,PA,unchecked
62231,Will-O-The-Wisp,Will-O-The-Wisp CO,US,39.4614,-105.4103,CO,unchecked
62232,Peerless Park,Peerless Park MO,US,38.5434,-90.4951,MO,unchecked
62233,Vollmar,Vollmar CO,US,40.135,-104.8389,CO,unchecked
62234,Rye Cove,Rye Cove VA,US,36.7254,-82.6963,VA,unchecked
62235,Gowanda,Gowanda CO,US,40.2047,-104.9005,CO,unchecked
62236,Maddux,Maddux CO,US,40.1922,-104.8197,CO,unchecked
62237,Harney,Harney CO,US,40.1514,-104.9408,CO,unchecked
62238,Bengal,Bengal OK,US,34.8329,-95.0619,OK,unchecked
62239,Bennington,Bennington OK,US,34.0038,-96.0376,OK,unchecked
62240,James,James TX,US,31.8593,-94.1158,TX,unchecked
62241,Boze Mill,Boze Mill MO,US,36.6631,-91.194,MO,unchecked
62242,Boydsville,Boydsville MO,US,38.8159,-92.1105,MO,unchecked
62243,Homewood at Martinsburg,Homewood at Martinsburg PA,US,40.3044,-78.3323,PA,unchecked
62244,Carson Valley,Carson Valley PA,US,40.4492,-78.4486,PA,unchecked
62245,Glenn Heights,Glenn Heights MD,US,39.5321,-76.1413,MD,unchecked
62246,Mount Tabor,Mount Tabor AR,US,34.7076,-93.338,AR,unchecked
62247,Forest Lake,Forest Lake MD,US,39.5571,-76.3886,MD,unchecked
62248,Middlebrook Acres,Middlebrook Acres TN,US,35.9412,-84.0605,TN,unchecked
62249,Middle Valley Estates,Middle Valley Estates TN,US,35.1673,-85.2027,TN,unchecked
62250,Clinchmore,Clinchmore TN,US,36.2195,-84.2822,TN,unchecked
62251,Clinch View,Clinch View TN,US,36.0862,-84.1383,TN,unchecked
62252,Oldfield,Oldfield LA,US,30.6274,-90.8445,LA,unchecked
62253,Red Star,Red Star SC,US,34.0265,-81.4665,SC,unchecked
62254,Red Top,Red Top SC,US,32.8027,-80.1226,SC,unchecked
62255,Gratiot,Gratiot WI,US,42.5799,-90.0238,WI,unchecked
62256,Reidville,Reidville SC,US,34.8657,-82.1063,SC,unchecked
62257,Le Roy,Le Roy MI,US,44.0381,-85.4538,MI,unchecked
62258,Ophir,Ophir AK,US,63.1447,-156.5194,AK,unchecked
62259,Green Bay,Green Bay WI,US,44.5148,-87.9895,WI,unchecked
62260,Relfs Bluff,Relfs Bluff AR,US,33.8012,-91.8429,AR,unchecked
62261,Meridian,Meridian FL,US,30.6385,-84.2818,FL,unchecked
62262,Belmore,Belmore OH,US,41.1548,-83.9417,OH,unchecked
62263,Davis,Davis NH,US,42.7556,-71.8717,NH,unchecked
62264,Belmont,Belmont OH,US,40.028,-81.0409,OH,unchecked
62265,Hazelhurst,Hazelhurst IL,US,41.9634,-89.6862,IL,unchecked
62266,Fruitvale,Fruitvale TN,US,35.7467,-89.0306,TN,unchecked
62267,Fruitland,Fruitland TN,US,35.8934,-88.932,TN,unchecked
62268,Brownwood,Brownwood IL,US,40.3962,-89.4748,IL,unchecked
62269,Rogers,Rogers OK,US,36.917,-95.1977,OK,unchecked
62270,Byfield,Byfield MA,US,42.7598,-70.9481,MA,unchecked
62271,Onava,Onava NM,US,35.6967,-105.0944,NM,unchecked
62272,Smiths,Smiths NC,US,34.6529,-78.8675,NC,unchecked
62273,Covington,Covington MI,US,46.5388,-88.5522,MI,unchecked
62274,West Warren,West Warren MA,US,42.2168,-72.2366,MA,unchecked
62275,Old Hachita,Old Hachita NM,US,31.914,-108.4328,NM,unchecked
62276,Philadelphia,Philadelphia MS,US,32.7761,-89.1221,MS,unchecked
62277,Tower,Tower MI,US,45.3543,-84.2976,MI,unchecked
62278,Millburg,Millburg MI,US,42.1236,-86.3466,MI,unchecked
62279,Camden,Camden MS,US,32.7824,-89.8387,MS,unchecked
62280,Nortonsville,Nortonsville VA,US,38.2374,-78.5481,VA,unchecked
62281,Cameron,Cameron MS,US,32.8357,-89.884,MS,unchecked
62282,Nuckols,Nuckols VA,US,37.594,-78.3214,VA,unchecked
62283,Nottingham,Nottingham VA,US,36.6354,-82.5149,VA,unchecked
62284,Mount Pleasant Estates,Mount Pleasant Estates VA,US,38.3365,-77.4539,VA,unchecked
62285,Manville,Manville WY,US,42.7796,-104.6176,WY,unchecked
62286,Braley,Braley MO,US,39.6808,-94.4266,MO,unchecked
62287,Braggadocio,Braggadocio MO,US,36.1753,-89.8295,MO,unchecked
62288,Marbleton,Marbleton WY,US,42.5574,-110.1005,WY,unchecked
62289,Coldwater,Coldwater MI,US,41.9465,-84.9989,MI,unchecked
62290,Clio,Clio MI,US,43.1773,-83.7355,MI,unchecked
62291,Riverton,Riverton UT,US,40.5176,-111.9636,UT,unchecked
62292,Riverton Siding,Riverton Siding UT,US,40.5266,-111.9047,UT,unchecked
62293,Newcomb Hollow,Newcomb Hollow MA,US,41.964,-69.9961,MA,unchecked
62294,Galesville,Galesville OR,US,42.7782,-123.2959,OR,unchecked
62295,Jalapa,Jalapa TN,US,35.3442,-84.3619,TN,unchecked
62296,Henry,Henry NV,US,41.6969,-114.8264,NV,unchecked
62297,Hafed,Hafed NV,US,39.5146,-119.6305,NV,unchecked
62298,Henderson,Henderson NV,US,36.0133,-115.0381,NV,unchecked
62299,Ackley,Ackley IA,US,42.5519,-93.0528,IA,unchecked
62300,McLendon-Chisholm,McLendon-Chisholm TX,US,32.8481,-96.391,TX,unchecked
62301,Kvichak,Kvichak AK,US,58.9694,-156.9306,AK,unchecked
62302,Camden,Camden MI,US,41.755,-84.7562,MI,unchecked
62303,Bruceville-Eddy,Bruceville-Eddy TX,US,31.3105,-97.2477,TX,unchecked
62304,Medina,Medina MN,US,45.0326,-93.5834,MN,unchecked
62305,Lewis Creek,Lewis Creek KY,US,36.9895,-83.3168,KY,unchecked
62306,Big Branch,Big Branch WV,US,37.5876,-81.7721,WV,unchecked
62307,Big Moses,Big Moses WV,US,39.4315,-80.7843,WV,unchecked
62308,Morehouse,Morehouse MO,US,36.8463,-89.6911,MO,unchecked
62309,Albion,Albion AR,US,35.3426,-91.7896,AR,unchecked
62310,Burbank,Burbank WA,US,46.2016,-118.9891,WA,unchecked
62311,Moundville,Moundville MO,US,37.7646,-94.451,MO,unchecked
62312,Shady Hills,Shady Hills FL,US,28.4042,-82.5468,FL,unchecked
62313,Seymour,Seymour TN,US,35.8783,-83.7669,TN,unchecked
62314,Sewanee,Sewanee TN,US,35.1975,-85.9213,TN,unchecked
62315,Seven Oaks,Seven Oaks SC,US,34.0475,-81.1435,SC,unchecked
62316,Shell Point,Shell Point SC,US,32.3746,-80.7523,SC,unchecked
62317,Sharpes,Sharpes FL,US,28.4381,-80.7552,FL,unchecked
62318,Shannon,Shannon NC,US,34.8476,-79.1396,NC,unchecked
62319,Shannon,Shannon GA,US,34.3406,-85.0854,GA,unchecked
62320,Egypt,Egypt KY,US,37.3131,-83.896,KY,unchecked
62321,Eglon,Eglon KY,US,37.4615,-84.1299,KY,unchecked
62322,Ellerslie,Ellerslie GA,US,32.6341,-84.7978,GA,unchecked
62323,Kessington,Kessington MI,US,41.7767,-85.8969,MI,unchecked
62324,Van Wyck,Van Wyck WA,US,48.8037,-122.4207,WA,unchecked
62325,Stockton,Stockton GA,US,30.9428,-83.0029,GA,unchecked
62326,Admiralty Village,Admiralty Village ME,US,43.0926,-70.7298,ME,unchecked
62327,Woodgate,Woodgate NY,US,43.5203,-75.1549,NY,unchecked
62328,Round Lake,Round Lake MS,US,34.0534,-90.8529,MS,unchecked
62329,Agamenticus Station,Agamenticus Station ME,US,43.244,-70.7751,ME,unchecked
62330,Superior,Superior PA,US,39.992,-79.8928,PA,unchecked
62331,Pine Neck,Pine Neck NY,US,40.9984,-72.342,NY,unchecked
62332,Sunville,Sunville PA,US,41.552,-79.8348,PA,unchecked
62333,Mariano Lake,Mariano Lake NM,US,35.5781,-108.322,NM,unchecked
62334,Mount Solon,Mount Solon VA,US,38.3448,-79.085,VA,unchecked
62335,Horseshoe Lake,Horseshoe Lake AR,US,34.9136,-90.308,AR,unchecked
62336,Morgantown,Morgantown VA,US,38.8457,-77.8789,VA,unchecked
62337,Mount Pisgah,Mount Pisgah VA,US,38.2535,-79.0028,VA,unchecked
